,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,208,0.662484,0.719773,0.212249,0.245263,0.482628,0.844734,0.98094,-0.508958
post,244,0.656108,0.705807,0.228213,0.220338,0.453355,0.868634,0.963163,-0.392173
pre,145,0.697132,0.771488,0.206358,0.166748,0.538265,0.867209,0.944,-0.772618
