,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,2.575761,2.575761,,2.575761,2.575761,2.575761,2.575761,
post,2,0.653028,0.653028,0.594058,0.232965,0.442997,0.863059,1.07309,-0.0
pre,1,1.324752,1.324752,,1.324752,1.324752,1.324752,1.324752,
