,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.60823,0.60823,,0.60823,0.60823,0.60823,0.60823,
post,1,0.766789,0.766789,,0.766789,0.766789,0.766789,0.766789,
pre,1,0.877608,0.877608,,0.877608,0.877608,0.877608,0.877608,
