,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.174283,0.064713,0.239967,0.000394,0.026794,0.237611,0.926049,1.913906
post,21,0.241658,0.036409,0.524674,0.001534,0.020881,0.09786,2.195086,2.883141
pre,9,0.220497,0.040927,0.403331,0.000356,0.028368,0.062826,1.196541,1.853526
