,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,8,0.017966,0.02273,0.010982,0.000731,0.013418,0.024191,0.029971,-0.818626
post,13,0.011181,0.009823,0.008964,0.000563,0.004279,0.018354,0.025785,0.545189
pre,4,0.012109,0.012903,0.004363,0.006793,0.009414,0.015598,0.015838,-0.300536
