,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,25,0.015904,0.017047,0.009599,0.0,0.008315,0.023504,0.032986,-0.052158
post,32,0.01687,0.017509,0.012771,0.0,0.003519,0.026179,0.037496,0.089496
pre,20,0.018106,0.017859,0.011897,0.0,0.008458,0.025351,0.036542,0.090587
