,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,5,0.615383,0.737421,0.175997,0.388876,0.460523,0.738177,0.751916,-0.467622
post,7,0.683159,0.467105,0.491501,0.429093,0.441971,0.618113,1.765744,1.827822
pre,4,0.665077,0.672806,0.190556,0.441007,0.54971,0.788174,0.873687,-0.101278
