,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.422218,0.42462,0.194813,0.226216,0.325418,0.520219,0.615819,-0.022641
post,3,0.444391,0.452185,0.224227,0.216369,0.334277,0.558402,0.66462,-0.063775
pre,1,0.381637,0.381637,,0.381637,0.381637,0.381637,0.381637,
