,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,322,0.244262,0.12386,0.394831,0.0,0.03288,0.314036,5.056606,6.595061
post,404,0.314929,0.162907,0.485702,0.0,0.042026,0.403539,5.821869,4.95098
pre,253,0.334696,0.182129,0.40284,0.0,0.045026,0.465068,2.41464,1.957223
