,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,0.171923,0.208305,0.133859,0.004992,0.061085,0.25394,0.360117,-0.02627
post,7,0.098794,0.043318,0.101593,7.9e-05,0.016222,0.190852,0.234014,0.300457
pre,6,0.239509,0.217201,0.068111,0.175592,0.204561,0.24879,0.367395,1.214812
