,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.713989,0.729877,0.360443,0.345865,0.537871,0.898051,1.066226,-0.080821
post,4,0.606696,0.542882,0.391571,0.208153,0.391806,0.757771,1.132866,0.50491
