,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,47,1.9e-05,-0.0,0.000188,-0.000152,-3.2e-05,6e-06,0.001141,4.84359
post,57,-1.3e-05,4e-06,0.000199,-0.00137,-4e-06,2.2e-05,0.000332,-5.720166
pre,38,-2e-06,-0.0,2.1e-05,-7.9e-05,-7e-06,4e-06,6e-05,-0.797712
