,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.014163,0.00987,0.009624,0.007432,0.008651,0.017528,0.025186,0.656408
post,4,0.148626,0.081903,0.195081,0.001415,0.024937,0.205592,0.429283,0.899836
pre,2,0.062931,0.062931,0.046631,0.029958,0.046444,0.079417,0.095904,0.0
