,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,37.4753,24.109656,32.833906,13.432156,18.770906,49.496872,74.884089,0.623913
post,4,37.757224,35.998481,22.222487,12.549709,28.097037,45.658668,66.482224,0.266396
