,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,92,0.376325,0.191773,0.65935,0.0,0.086023,0.389352,4.48955,4.615799
post,95,0.37478,0.16681,0.711492,0.0,0.06184,0.422462,4.8427,4.833609
pre,73,0.372423,0.232184,0.584102,0.0,0.12045,0.463106,4.627029,5.521174
