,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,10,0.070773,0.022189,0.08203,0.000551,0.009849,0.127773,0.228987,0.774683
post,9,0.116507,0.079302,0.17892,0.000416,0.002849,0.110151,0.56061,1.900271
pre,8,0.052363,0.020888,0.058997,0.001292,0.009151,0.100004,0.140662,0.640297
