,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,51,0.590798,0.511738,0.4324,0.138871,0.314102,0.70517,2.887857,3.058826
post,58,0.571376,0.422479,0.505452,0.132415,0.240219,0.692084,2.999636,2.569027
pre,34,0.69615,0.535312,0.652301,0.165987,0.341243,0.720327,3.585287,2.881597
