,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.150018,0.150018,,0.150018,0.150018,0.150018,0.150018,
post,2,0.168638,0.168638,0.208653,0.021098,0.094868,0.242408,0.316178,0.0
pre,1,0.018952,0.018952,,0.018952,0.018952,0.018952,0.018952,
