,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,51,0.92768,0.640178,0.70549,0.187221,0.419342,1.155469,3.00618,1.270353
post,58,1.078353,0.612566,1.28203,0.142126,0.439,1.238012,8.84584,4.157227
pre,34,1.154812,0.67726,1.396671,0.241041,0.510236,1.013893,7.506694,3.128497
