,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.737066,0.737066,,0.737066,0.737066,0.737066,0.737066,
post,1,0.647947,0.647947,,0.647947,0.647947,0.647947,0.647947,
pre,1,0.590666,0.590666,,0.590666,0.590666,0.590666,0.590666,
