,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,50,0.482615,0.403141,0.296943,0.150629,0.248694,0.649363,1.344964,1.043672
post,51,0.629719,0.412236,0.884073,0.070719,0.255973,0.69356,6.191825,5.096389
pre,36,0.710418,0.507891,0.890877,0.115525,0.306882,0.711407,5.188091,3.992687
