,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,52,0.902116,0.519608,1.102465,0.013149,0.290435,0.786734,5.243474,2.274875
post,60,0.727074,0.406898,0.985843,0.006468,0.230172,0.735498,6.087516,3.473557
pre,42,0.998366,0.56179,1.601103,0.105508,0.319838,0.828938,9.447022,3.980423
