,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,51,1.7e-05,9e-06,3.4e-05,-5.9e-05,1e-06,2.7e-05,0.000151,1.898555
post,58,1.5e-05,6e-06,4.2e-05,-0.000145,0.0,2.9e-05,0.000192,0.29654
pre,34,1e-06,1e-06,2e-05,-6.8e-05,-2e-06,8e-06,6.3e-05,-0.572152
