,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,1.3e-05,1.3e-05,,1.3e-05,1.3e-05,1.3e-05,1.3e-05,
post,2,3e-06,3e-06,7e-06,-2e-06,1e-06,6e-06,9e-06,0.0
pre,1,1e-06,1e-06,,1e-06,1e-06,1e-06,1e-06,
