,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.053954,0.052553,0.047954,0.006717,0.029635,0.077573,0.102593,0.053634
post,4,0.048471,0.045188,0.037385,0.006416,0.032196,0.061463,0.097093,0.295485
pre,2,0.068002,0.068002,0.042374,0.038039,0.05302,0.082983,0.097965,-0.0
