,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,25,0.801209,0.534671,0.753002,0.172864,0.452677,0.673617,3.159041,2.117097
post,29,0.989112,0.50538,1.185952,0.190768,0.412826,0.765891,4.807317,2.133536
pre,17,0.806577,0.428656,0.892881,0.162559,0.361292,0.589467,3.219274,1.813876
