,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,5,1.8e-05,1.2e-05,2.6e-05,-4e-06,6e-06,1.3e-05,6.2e-05,1.227686
post,10,4.7e-05,1.9e-05,7.4e-05,-1.2e-05,2e-06,7.5e-05,0.000226,1.57676
pre,2,2e-06,2e-06,4e-06,-0.0,1e-06,4e-06,5e-06,-0.0
