,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,2.2e-05,1.4e-05,2.1e-05,3e-06,4e-06,3.3e-05,6.1e-05,0.663513
post,11,1.3e-05,1.3e-05,1.2e-05,-6e-06,6e-06,1.7e-05,3.3e-05,0.311148
pre,7,-8e-06,-6e-06,8e-06,-1.8e-05,-1.5e-05,-3e-06,5e-06,0.187971
