,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,-1.1e-05,-4e-06,2e-05,-3.4e-05,-1.9e-05,-0.0,3e-06,-0.612214
post,4,4.3e-05,2.3e-05,6.9e-05,-1.2e-05,-3e-06,7e-05,0.000139,0.739387
