,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.331502,0.436593,0.230193,0.06752,0.252057,0.463493,0.490394,-0.6639
post,4,0.269422,0.165076,0.248902,0.110575,0.118911,0.315587,0.636959,1.053096
