,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.019402,0.022113,0.015665,0.002558,0.012336,0.027823,0.033534,-0.308389
post,3,0.018042,0.024547,0.015406,0.00045,0.012499,0.026838,0.02913,-0.637373
pre,2,0.028189,0.028189,0.006502,0.023591,0.02589,0.030488,0.032787,0.0
