,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,0.022321,0.022321,0.014523,0.012052,0.017187,0.027456,0.032591,0.0
post,2,0.067153,0.067153,0.085732,0.006531,0.036842,0.097464,0.127775,0.0
pre,1,0.105651,0.105651,,0.105651,0.105651,0.105651,0.105651,
