,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,12,0.199381,0.148681,0.202065,0.006706,0.042571,0.319306,0.661329,1.0334
post,17,0.177678,0.086012,0.219732,0.000925,0.026261,0.185736,0.770744,1.647401
pre,8,0.160683,0.104829,0.161907,0.01669,0.049556,0.213489,0.488053,1.121166
