,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,105,0.126387,0.061204,0.1699,0.0,0.014872,0.155268,0.861395,2.227877
post,106,0.130463,0.067186,0.181473,0.0,0.024287,0.143985,1.073856,2.67559
pre,77,0.131938,0.068564,0.201543,0.0,0.022728,0.14242,1.033498,2.977713
