,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,11.392932,11.392932,,11.392932,11.392932,11.392932,11.392932,
post,2,19.025651,19.025651,8.966275,12.685536,15.855594,22.195708,25.365765,0.0
