,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,1.604981,1.604981,,1.604981,1.604981,1.604981,1.604981,
pre,1,1.036362,1.036362,,1.036362,1.036362,1.036362,1.036362,
