,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,17,0.19904,0.151655,0.160727,0.000399,0.073807,0.296465,0.474172,0.554555
post,18,0.175547,0.140341,0.143161,0.005194,0.073579,0.217558,0.474788,1.045179
pre,12,0.259293,0.209016,0.216579,0.004026,0.087731,0.469758,0.614422,0.367897
