,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.022569,0.022569,,0.022569,0.022569,0.022569,0.022569,
post,2,0.025166,0.025166,0.009953,0.018129,0.021647,0.028685,0.032204,-0.0
pre,1,0.022472,0.022472,,0.022472,0.022472,0.022472,0.022472,
