,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,6,60.29679,13.63441,93.973176,7.551109,9.408366,58.85138,245.037423,1.535531
post,5,35.565731,24.433762,30.006662,8.042245,10.185081,64.002775,71.164791,0.305508
pre,5,107.059528,12.057703,193.250403,6.816151,10.013539,55.501055,450.909192,1.461565
