,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,288,0.018764,0.01992,0.008139,0.0,0.012655,0.025093,0.037463,-0.382941
post,375,0.018266,0.020101,0.00846,0.0,0.011936,0.024828,0.036595,-0.357913
pre,207,0.019517,0.02088,0.007867,0.0,0.015077,0.024918,0.042597,-0.518535
