,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,22,0.08203,0.061167,0.073963,0.003974,0.035356,0.109094,0.299029,1.358032
post,27,0.08016,0.052183,0.095526,0.001755,0.025696,0.072496,0.407505,2.105351
pre,16,0.076886,0.067624,0.070094,0.009151,0.036393,0.08466,0.290006,1.935675
