,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,52,0.022908,0.024808,0.008799,0.001279,0.021039,0.028966,0.037646,-1.076879
post,60,0.021942,0.024298,0.007776,0.001914,0.019395,0.027362,0.033555,-1.099411
pre,42,0.024632,0.025309,0.006294,0.000245,0.02268,0.028121,0.034827,-1.629598
