,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,33,0.354386,0.287632,0.317416,0.0,0.093242,0.582708,1.269389,0.961169
post,43,0.319103,0.177611,0.346783,0.0,0.062997,0.529036,1.291149,1.344283
pre,26,0.431839,0.30803,0.390016,0.0,0.177353,0.67553,1.418598,1.205072
