,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,0.399665,0.451237,0.223905,0.094571,0.249064,0.5304,0.69292,-0.258571
post,7,0.360721,0.253468,0.245075,0.107809,0.219355,0.449609,0.825841,1.005787
pre,6,0.333111,0.260271,0.267767,0.113345,0.154675,0.374249,0.833062,1.193601
