,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,39,0.974928,0.503635,1.447844,0.051108,0.239253,1.035884,6.339385,2.897324
post,48,0.891969,0.440079,1.279296,0.09454,0.228723,0.854982,6.087737,2.525536
pre,27,0.901458,0.360068,1.592328,0.099703,0.271957,0.666743,7.699088,3.433299
