,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.015716,0.015716,,0.015716,0.015716,0.015716,0.015716,
post,2,0.023027,0.023027,0.000876,0.022407,0.022717,0.023336,0.023646,0.0
pre,1,0.026803,0.026803,,0.026803,0.026803,0.026803,0.026803,
