,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,0.018412,0.018412,0.000711,0.017909,0.018161,0.018663,0.018914,0.0
post,2,0.017734,0.017734,0.007564,0.012386,0.01506,0.020409,0.023083,-0.0
pre,2,0.023831,0.023831,0.004056,0.020963,0.022397,0.025265,0.026699,0.0
