,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,0.520992,0.371904,0.432895,0.212814,0.270078,0.65842,1.573712,1.773057
post,11,0.598178,0.451722,0.450826,0.111533,0.300761,0.778795,1.680784,1.249229
pre,8,0.459311,0.396665,0.238468,0.217093,0.299792,0.507177,0.883188,0.929802
