,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,0.188607,0.188607,0.094109,0.122063,0.155335,0.22188,0.255152,0.0
post,2,0.217009,0.217009,0.084598,0.15719,0.187099,0.246919,0.276829,-0.0
pre,1,0.313934,0.313934,,0.313934,0.313934,0.313934,0.313934,
