,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,52,2e-05,1e-05,3e-05,-2.6e-05,-0.0,4.1e-05,0.000138,1.46046
post,52,1.6e-05,5e-06,2.8e-05,-1.4e-05,-1e-06,2.2e-05,0.000138,2.147556
pre,37,1e-06,1e-06,3.2e-05,-0.000159,-1e-06,5e-06,7.1e-05,-2.999848
