,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,22,0.583203,0.60787,0.191466,0.255393,0.406365,0.732896,0.956037,0.017648
post,27,0.56265,0.53767,0.195329,0.269808,0.397848,0.733694,0.890266,0.083729
pre,16,0.592497,0.603457,0.206897,0.311671,0.419339,0.722972,0.970238,0.345273
