,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.032487,0.032487,,0.032487,0.032487,0.032487,0.032487,
post,1,0.037494,0.037494,,0.037494,0.037494,0.037494,0.037494,
pre,1,0.046742,0.046742,,0.046742,0.046742,0.046742,0.046742,
