,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,15,0.475845,0.467893,0.181798,0.261108,0.327599,0.545598,0.834801,0.675349
post,15,0.471765,0.420079,0.195136,0.233957,0.323677,0.59813,0.82142,0.678072
pre,15,0.509538,0.4922,0.18856,0.281821,0.383093,0.561573,0.943809,0.948694
