,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,6,0.129797,0.155192,0.083636,0.023617,0.057884,0.195422,0.2105,-0.446931
post,7,0.15069,0.120878,0.1306,0.020161,0.061707,0.193324,0.403726,1.032617
pre,5,0.162757,0.177604,0.098419,0.029558,0.100468,0.235943,0.270212,-0.284079
