,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.105571,0.035399,0.153154,7.6e-05,0.017738,0.158319,0.281238,0.665027
post,3,0.118276,0.026143,0.182556,0.000146,0.013145,0.177341,0.328538,0.691009
pre,2,0.191863,0.191863,0.193597,0.054969,0.123416,0.26031,0.328757,0.0
