,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,6,0.42203,0.418918,0.101308,0.296932,0.34898,0.482898,0.567521,0.176553
post,7,0.442777,0.393089,0.145848,0.313718,0.365456,0.462542,0.736634,1.311466
pre,5,0.357809,0.360558,0.039059,0.297021,0.349107,0.38423,0.39813,-0.662653
