,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.665372,0.636398,0.29589,0.247882,0.513848,0.80133,1.513234,1.258762
post,21,0.838112,0.822351,0.381354,0.302331,0.508489,1.051422,1.621114,0.481026
pre,9,0.627879,0.488142,0.250681,0.333593,0.473404,0.890798,0.98937,0.389119
