,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,-2e-06,-1e-06,3e-06,-5e-06,-3e-06,0.0,2e-06,-0.235973
post,4,5e-06,1e-06,1.1e-05,-3e-06,-1e-06,8e-06,2.2e-05,0.982293
pre,2,1.4e-05,1.4e-05,1.3e-05,5e-06,1e-05,1.9e-05,2.3e-05,-0.0
