,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,0.018317,0.018001,0.005204,0.010417,0.014926,0.022798,0.024353,-0.222744
post,9,0.021003,0.020718,0.005295,0.012611,0.018917,0.024096,0.030823,0.28418
pre,5,0.018682,0.016004,0.009279,0.008187,0.013641,0.023558,0.032021,0.414796
