,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.139978,0.139978,,0.139978,0.139978,0.139978,0.139978,
post,1,0.125184,0.125184,,0.125184,0.125184,0.125184,0.125184,
pre,1,0.171223,0.171223,,0.171223,0.171223,0.171223,0.171223,
