,Group,Threshold ratio,N above,% above,N total
0,in,0.01,2,66.7,3
1,in,0.05,0,0.0,3
2,in,0.1,0,0.0,3
3,in,0.2,0,0.0,3
4,post,0.01,2,66.7,3
5,post,0.05,0,0.0,3
6,post,0.1,0,0.0,3
7,post,0.2,0,0.0,3
8,pre,0.01,2,100.0,2
9,pre,0.05,0,0.0,2
10,pre,0.1,0,0.0,2
11,pre,0.2,0,0.0,2
