,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.504581,0.504581,,0.504581,0.504581,0.504581,0.504581,
post,1,1.11751,1.11751,,1.11751,1.11751,1.11751,1.11751,
pre,1,0.568325,0.568325,,0.568325,0.568325,0.568325,0.568325,
