Group,Daily Seasonality (md),Weekly Seasonality (md),Slope (md),Volatility (md),% Increasing,% Stable,% Decreasing,Residuals CV (md),Extreme ratio (md),Kurtosis (md)
in,0.5607,0.5779,6e-06,0.3271,83.3,5.6,11.1,0.5589,0.0205,20.2708
post,0.6174,0.6403,9e-06,0.4092,80.0,10.0,10.0,0.5996,0.0226,16.3918
pre,0.536,0.5928,0.0,0.6118,35.7,21.4,42.9,0.9325,0.0225,31.5356
