,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.521258,0.477035,0.414192,0.113308,0.356559,0.591907,2.026794,2.743273
post,16,0.853468,0.552956,1.325348,0.09006,0.285159,0.716394,5.640697,3.204806
pre,9,0.883481,0.555807,0.847198,0.218944,0.484423,1.01018,3.011999,1.968866
